,call_type,latitude,longitude
4804,Alarms,37.7495118728,-122.4236845602
4815,Alarms,37.7950840598,-122.4073868893
4821,Alarms,37.8029850566,-122.4122222317
4839,Alarms,37.7495118728,-122.4236845602
4840,Alarms,37.7940625557,-122.4083227882
4850,Alarms,37.7945675421,-122.4074578085
4860,Alarms,37.7301394309,-122.43226889440001
4920,Alarms,37.7733933056,-122.43911438549999
4921,Alarms,37.783838518,-122.41377551209999
4925,Alarms,37.7950840598,-122.4073868893
4933,Alarms,37.7764944809,-122.4113591384
4940,Alarms,37.7945675421,-122.4074578085
4945,Alarms,37.7862684417,-122.41299723590001
4951,Alarms,37.7495954457,-122.39967876809999
4952,Alarms,37.7919873998,-122.3977335533
4954,Alarms,37.7839808801,-122.42019700549999
4961,Alarms,37.793716564200004,-122.43227948030001
4963,Alarms,37.7303132169,-122.4862054383
4978,Alarms,37.8029850566,-122.4122222317
4997,Alarms,37.7473004189,-122.4269378978
4999,Alarms,37.7862684417,-122.41299723590001
5012,Alarms,37.8029850566,-122.4122222317
5018,Alarms,37.7733723701,-122.4434015735
5023,Alarms,37.767244221,-122.5102257491
5039,Alarms,37.7473004189,-122.4269378978
5057,Alarms,37.7780365108,-122.4154291009
5061,Alarms,37.7121495088,-122.4171412257
5062,Alarms,37.7841909048,-122.4101194835
5064,Alarms,37.7864795346,-122.404724351
5068,Alarms,37.770787682199995,-122.4004625668
5076,Alarms,37.783310406700004,-122.38837987389999
5082,Alarms,37.7787978873,-122.42252070219999
5100,Alarms,37.7567570919,-122.4830288757
5102,Alarms,37.7864795346,-122.404724351
5106,Alarms,37.770787682199995,-122.4004625668
5124,Alarms,37.770787682199995,-122.4004625668
5134,Alarms,37.718722285700004,-122.389118325
5140,Alarms,37.770787682199995,-122.4004625668
5153,Alarms,37.797178599,-122.4101445636
5159,Alarms,37.783310406700004,-122.38837987389999
5163,Alarms,37.783310406700004,-122.38837987389999
5167,Alarms,37.7223883271,-122.42778194809999
5189,Alarms,37.798713995199996,-122.4096183311
5198,Alarms,37.7880205485,-122.42606156129999
5199,Alarms,37.798713995199996,-122.4096183311
5200,Alarms,37.718722285700004,-122.389118325
5207,Alarms,37.7639379044,-122.3942141301
5208,Alarms,37.76410441,-122.4218779741
5235,Alarms,37.7841909048,-122.4101194835
5236,Alarms,37.7639379044,-122.3942141301
5243,Alarms,37.770787682199995,-122.4004625668
5285,Alarms,37.7223883271,-122.42778194809999
5290,Alarms,37.7649491078,-122.4432024674
5299,Alarms,37.7938033883,-122.43904172129999
5304,Alarms,37.7880205485,-122.42606156129999
5307,Alarms,37.7567570919,-122.4830288757
5310,Alarms,37.797178599,-122.4101445636
5312,Alarms,37.7938033883,-122.43904172129999
5313,Alarms,37.7841909048,-122.4101194835
5318,Alarms,37.7733890023,-122.41364500280001
5323,Alarms,37.723805207699996,-122.4733271322
5325,Alarms,37.7796475431,-122.41138596260001
5334,Alarms,37.7986237777,-122.46063469020001
5341,Alarms,37.7839429146,-122.4129523625
5342,Alarms,37.7733890023,-122.41364500280001
5357,Alarms,37.7639379044,-122.3942141301
5359,Alarms,37.7863072236,-122.4052948452
5380,Alarms,37.789580382800004,-122.4128911568
5384,Alarms,37.7121495088,-122.4171412257
5396,Alarms,37.783789296900004,-122.4092663073
5409,Alarms,37.7826425027,-122.4078326793
5414,Alarms,37.7986237777,-122.46063469020001
5428,Alarms,37.7863072236,-122.4052948452
5434,Alarms,37.783789296900004,-122.4092663073
5447,Alarms,37.7787978873,-122.42252070219999
5458,Alarms,37.7839429146,-122.4129523625
5467,Alarms,37.76410441,-122.4218779741
5470,Alarms,37.7614131281,-122.42722053370001
5480,Alarms,37.7938033883,-122.43904172129999
5493,Alarms,37.7839429146,-122.4129523625
5517,Alarms,37.7567570919,-122.4830288757
5519,Alarms,37.789580382800004,-122.4128911568
5523,Alarms,37.7649491078,-122.4432024674
5531,Alarms,37.723805207699996,-122.4733271322
5564,Alarms,37.7614131281,-122.42722053370001
5576,Alarms,37.7826425027,-122.4078326793
5581,Alarms,37.756857058,-122.40850627110001
5591,Alarms,37.786912692399994,-122.4097562235
5595,Alarms,37.7880205485,-122.42606156129999
5600,Alarms,37.798713995199996,-122.4096183311
5603,Alarms,37.783263687,-122.4070511905
5611,Alarms,37.7787978873,-122.42252070219999
5612,Alarms,37.7780365108,-122.4154291009
5620,Alarms,37.783263687,-122.4070511905
5625,Alarms,37.76410441,-122.4218779741
5638,Alarms,37.756857058,-122.40850627110001
5657,Alarms,37.7733890023,-122.41364500280001
5661,Alarms,37.789580382800004,-122.4128911568
5664,Alarms,37.723805207699996,-122.4733271322
5666,Alarms,37.783789296900004,-122.4092663073
5674,Alarms,37.7796475431,-122.41138596260001
5675,Alarms,37.770787682199995,-122.4004625668
5677,Alarms,37.7826425027,-122.4078326793
5683,Alarms,37.7796475431,-122.41138596260001
5686,Alarms,37.718722285700004,-122.389118325
5687,Alarms,37.7614131281,-122.42722053370001
5689,Alarms,37.7649491078,-122.4432024674
5690,Alarms,37.756857058,-122.40850627110001
5691,Alarms,37.797178599,-122.4101445636
5710,Alarms,37.7986237777,-122.46063469020001
5729,Alarms,37.7863072236,-122.4052948452
5736,Alarms,37.7121495088,-122.4171412257
5743,Alarms,37.7938033883,-122.43904172129999
5745,Alarms,37.786912692399994,-122.4097562235
5759,Alarms,37.7223883271,-122.42778194809999
5760,Alarms,37.7986237777,-122.46063469020001
5773,Alarms,37.783263687,-122.4070511905
5805,Alarms,37.797178599,-122.4101445636
5813,Alarms,37.797178599,-122.4101445636
5826,Alarms,37.7780365108,-122.4154291009
5843,Alarms,37.7864795346,-122.404724351
5852,Alarms,37.786912692399994,-122.4097562235
5884,Alarms,37.7767190508,-122.458611722
5898,Alarms,37.7806168447,-122.4165622543
5902,Alarms,37.784091036199996,-122.41178436950001
5927,Alarms,37.7806168447,-122.4165622543
5939,Alarms,37.7446252316,-122.4103456013
5950,Alarms,37.779619239,-122.4310815684
5951,Alarms,37.7806168447,-122.4165622543
5956,Alarms,37.784091036199996,-122.41178436950001
5961,Alarms,37.7767190508,-122.458611722
5965,Alarms,37.745566707100004,-122.4511557278
5970,Alarms,37.784091036199996,-122.41178436950001
5978,Alarms,37.7218642112,-122.4429940702
5982,Alarms,37.779619239,-122.4310815684
5989,Alarms,37.7379604483,-122.44632163840001
5999,Alarms,37.7734664897,-122.4135469042
6043,Alarms,37.7107646901,-122.39079280520001
6059,Alarms,37.7734664897,-122.4135469042
6063,Alarms,37.7358508297,-122.5030619598
6077,Alarms,37.783789296900004,-122.4092663073
6079,Alarms,37.7925624699,-122.44048841450001
6106,Alarms,37.778154438499996,-122.446874815
6139,Alarms,37.718722285700004,-122.389118325
6156,Alarms,37.7107646901,-122.39079280520001
6173,Alarms,37.718722285700004,-122.389118325
6193,Alarms,37.785685802399996,-122.4213933078
6206,Alarms,37.785685802399996,-122.4213933078
6210,Alarms,37.779619239,-122.4310815684
6211,Alarms,37.7969760062,-122.4036809153
6232,Alarms,37.778154438499996,-122.446874815
6240,Alarms,37.7914675529,-122.4132730801
6245,Alarms,37.7914675529,-122.4132730801
6258,Alarms,37.7734664897,-122.4135469042
6261,Alarms,37.7969760062,-122.4036809153
6272,Alarms,37.7379604483,-122.44632163840001
6276,Alarms,37.7218642112,-122.4429940702
6281,Alarms,37.7107646901,-122.39079280520001
6312,Alarms,37.783789296900004,-122.4092663073
6319,Alarms,37.7969760062,-122.4036809153
6328,Alarms,37.7446252316,-122.4103456013
6344,Alarms,37.7358508297,-122.5030619598
6345,Alarms,37.718722285700004,-122.389118325
6372,Alarms,37.7925624699,-122.44048841450001
6380,Alarms,37.7517086695,-122.4139369421
6382,Alarms,37.7806168447,-122.4165622543
6389,Alarms,37.7914675529,-122.4132730801
6405,Alarms,37.7218642112,-122.4429940702
6421,Alarms,37.745566707100004,-122.4511557278
6430,Alarms,37.7739110665,-122.39144059
6455,Alarms,37.7806168447,-122.4165622543
6460,Alarms,37.7358508297,-122.5030619598
6484,Alarms,37.7739110665,-122.39144059
6490,Alarms,37.7446252316,-122.4103456013
6492,Alarms,37.7739110665,-122.39144059
6523,Alarms,37.7517086695,-122.4139369421
6540,Alarms,37.783789296900004,-122.4092663073
6546,Alarms,37.778154438499996,-122.446874815
6548,Alarms,37.7379604483,-122.44632163840001
6551,Alarms,37.7767190508,-122.458611722
6568,Alarms,37.785685802399996,-122.4213933078
6580,Alarms,37.745566707100004,-122.4511557278
6586,Alarms,37.7517086695,-122.4139369421
6599,Alarms,37.784091036199996,-122.41178436950001
6605,Alarms,37.7925624699,-122.44048841450001
6616,Alarms,37.7883420975,-122.4075754526
6618,Alarms,37.7914675529,-122.4132730801
6620,Alarms,37.77989681,-122.44056133
6623,Alarms,37.7807577537,-122.4913020547
6625,Alarms,37.8013251295,-122.45349824440001
6626,Alarms,37.7757145344,-122.4768281158
6637,Alarms,37.789383886799996,-122.40778695629999
6644,Alarms,37.7858903312,-122.41172571940001
6645,Alarms,37.7894926602,-122.410269519
6672,Alarms,37.7943459009,-122.4002623919
6675,Alarms,37.7459562954,-122.4542399076
6677,Alarms,37.7868893006,-122.4492823634
6679,Alarms,37.751954442199995,-122.4222319034
6687,Alarms,37.7983839597,-122.4183554775
6698,Alarms,37.7388214327,-122.48560378100001
6699,Alarms,37.7838427739,-122.42276736379999
6707,Alarms,37.7883420975,-122.4075754526
6712,Alarms,37.7894926602,-122.410269519
6734,Alarms,37.7838427739,-122.42276736379999
6739,Alarms,37.7808662106,-122.42880323799999
6772,Alarms,37.7459562954,-122.4542399076
6775,Alarms,37.7808662106,-122.42880323799999
6780,Alarms,37.7912883093,-122.43010298809999
6785,Alarms,37.7985818636,-122.4760377653
6807,Alarms,37.7664544117,-122.3973856982
6815,Alarms,37.7946334154,-122.4324650794
6825,Alarms,37.7825564118,-122.4380318899
6826,Alarms,37.710217410700004,-122.46695479450001
6833,Alarms,37.7892649467,-122.41204908540001
6845,Alarms,37.7943459009,-122.4002623919
6847,Alarms,37.7858903312,-122.41172571940001
6867,Alarms,37.7891656315,-122.4313628916
6873,Alarms,37.7664544117,-122.3973856982
6875,Alarms,37.8013251295,-122.45349824440001
6881,Alarms,37.784807388699996,-122.4136154383
6893,Alarms,37.7621440348,-122.4215514516
6896,Alarms,37.7838427739,-122.42276736379999
6897,Alarms,37.7825564118,-122.4380318899
6921,Alarms,37.7985818636,-122.4760377653
6943,Alarms,37.7910493415,-122.44528660030001
6947,Alarms,37.7868893006,-122.4492823634
6953,Alarms,37.77989681,-122.44056133
6969,Alarms,37.7914675529,-122.4132730801
6973,Alarms,37.789383886799996,-122.40778695629999
6974,Alarms,37.7894788173,-122.4145611332
6980,Alarms,37.7912883093,-122.43010298809999
6994,Alarms,37.7910493415,-122.44528660030001
6997,Alarms,37.7641898783,-122.4204377043
7002,Alarms,37.7302865471,-122.4487885464
7011,Alarms,37.8013251295,-122.45349824440001
7013,Alarms,37.726151743,-122.39555385879999
7019,Alarms,37.7711351327,-122.4268068773
7021,Alarms,37.7914675529,-122.4132730801
7031,Alarms,37.7824684162,-122.44859058860001
7048,Alarms,37.7302865471,-122.4487885464
7049,Alarms,37.710217410700004,-122.46695479450001
7058,Alarms,37.7812876871,-122.4113180554
7060,Alarms,37.7711351327,-122.4268068773
7068,Alarms,37.7812876871,-122.4113180554
7070,Alarms,37.7641898783,-122.4204377043
7106,Alarms,37.7894926602,-122.410269519
7115,Alarms,37.7892649467,-122.41204908540001
7118,Alarms,37.789383886799996,-122.40778695629999
7123,Alarms,37.7621440348,-122.4215514516
7125,Alarms,37.7858903312,-122.41172571940001
7128,Alarms,37.784807388699996,-122.4136154383
7132,Alarms,37.7985818636,-122.4760377653
7133,Alarms,37.7824684162,-122.44859058860001
7135,Alarms,37.751954442199995,-122.4222319034
7182,Alarms,37.7946334154,-122.4324650794
7188,Alarms,37.7812876871,-122.4113180554
7201,Alarms,37.7825564118,-122.4380318899
7209,Alarms,37.7891656315,-122.4313628916
7224,Alarms,37.726151743,-122.39555385879999
7229,Alarms,37.7565080013,-122.4065410143
7231,Alarms,37.77989681,-122.44056133
7232,Alarms,37.7894788173,-122.4145611332
7233,Alarms,37.751954442199995,-122.4222319034
7238,Alarms,37.7302865471,-122.4487885464
7251,Alarms,37.7808662106,-122.42880323799999
7256,Alarms,37.7565080013,-122.4065410143
7283,Alarms,37.7983839597,-122.4183554775
7297,Alarms,37.7757145344,-122.4768281158
7322,Alarms,37.7946334154,-122.4324650794
7328,Alarms,37.7912883093,-122.43010298809999
7336,Alarms,37.7891656315,-122.4313628916
7346,Alarms,37.7565080013,-122.4065410143
7355,Alarms,37.7894788173,-122.4145611332
7369,Alarms,37.7641898783,-122.4204377043
7370,Alarms,37.7910493415,-122.44528660030001
7380,Alarms,37.726151743,-122.39555385879999
7385,Alarms,37.7824684162,-122.44859058860001
7391,Alarms,37.7757145344,-122.4768281158
7393,Alarms,37.7388214327,-122.48560378100001
7396,Alarms,37.7664544117,-122.3973856982
7406,Alarms,37.7711351327,-122.4268068773
7412,Alarms,37.7388214327,-122.48560378100001
7423,Alarms,37.7459562954,-122.4542399076
7428,Alarms,37.7943459009,-122.4002623919
7430,Alarms,37.7868893006,-122.4492823634
7432,Alarms,37.7883420975,-122.4075754526
7434,Alarms,37.7983839597,-122.4183554775
7445,Alarms,37.7807577537,-122.4913020547
7452,Alarms,37.7892649467,-122.41204908540001
7460,Alarms,37.784807388699996,-122.4136154383
7468,Alarms,37.7946334154,-122.4324650794
7473,Alarms,37.7807577537,-122.4913020547
7481,Alarms,37.710217410700004,-122.46695479450001
7484,Alarms,37.7621440348,-122.4215514516
7487,Alarms,37.710217410700004,-122.46695479450001
7502,Alarms,37.7581366017,-122.4488072984
7509,Alarms,37.7570337297,-122.476758437
7510,Alarms,37.768462245900004,-122.4312048785
7519,Alarms,37.7911511887,-122.4343618671
7520,Alarms,37.7974647217,-122.4146678321
7540,Alarms,37.7953737061,-122.4082345385
7544,Alarms,37.7914523627,-122.4065433001
7551,Alarms,37.793184600100005,-122.394772479
7561,Alarms,37.7860371624,-122.4062128782
7589,Alarms,37.7953737061,-122.4082345385
7591,Alarms,37.7500995811,-122.43389883100001
7610,Alarms,37.7882419233,-122.4092402184
7627,Alarms,37.7840683016,-122.4602724965
7629,Alarms,37.7977792275,-122.4078279837
7646,Alarms,37.8003670398,-122.40171077129999
7652,Alarms,37.7880205485,-122.42606156129999
7653,Alarms,37.7882419233,-122.4092402184
7655,Alarms,37.7570337297,-122.476758437
7662,Alarms,37.7581366017,-122.4488072984
7676,Alarms,37.7840683016,-122.4602724965
7685,Alarms,37.7953737061,-122.4082345385
7692,Alarms,37.7642910155,-122.4186894167
7695,Alarms,37.725841089,-122.4788651042
7708,Alarms,37.7500995811,-122.43389883100001
7730,Alarms,37.7860371624,-122.4062128782
7732,Alarms,37.768462245900004,-122.4312048785
7738,Alarms,37.7840683016,-122.4602724965
7755,Alarms,37.7882419233,-122.4092402184
7768,Alarms,37.7442928065,-122.43909157899999
7773,Alarms,37.7887066123,-122.3990102076
7782,Alarms,37.785389821799996,-122.4090932285
7791,Alarms,37.7812064711,-122.5036275123
7793,Alarms,37.8003670398,-122.40171077129999
7794,Alarms,37.7642910155,-122.4186894167
7807,Alarms,37.7887066123,-122.3990102076
7823,Alarms,37.793184600100005,-122.394772479
7835,Alarms,37.7581366017,-122.4488072984
7839,Alarms,37.7882419233,-122.4092402184
7846,Alarms,37.7863072236,-122.4052948452
7863,Alarms,37.710217410700004,-122.46695479450001
7887,Alarms,37.7887683286,-122.4084300062
7913,Alarms,37.7911511887,-122.4343618671
7969,Alarms,37.785389821799996,-122.4090932285
7972,Alarms,37.7977792275,-122.4078279837
7975,Alarms,37.793184600100005,-122.394772479
7988,Alarms,37.7880205485,-122.42606156129999
8012,Alarms,37.8003670398,-122.40171077129999
8019,Alarms,37.776269506599995,-122.4172576051
8021,Alarms,37.8003670398,-122.40171077129999
8023,Alarms,37.7887683286,-122.4084300062
8035,Alarms,37.785389821799996,-122.4090932285
8037,Alarms,37.7900697671,-122.40017317569999
8044,Alarms,37.792515445999996,-122.40919800260001
8050,Alarms,37.7745856548,-122.4628133551
8057,Alarms,37.776269506599995,-122.4172576051
8064,Alarms,37.780445711700004,-122.4329734429
8077,Alarms,37.725841089,-122.4788651042
8079,Alarms,37.725841089,-122.4788651042
8080,Alarms,37.7977792275,-122.4078279837
8081,Alarms,37.7863072236,-122.4052948452
8106,Alarms,37.7745856548,-122.4628133551
8108,Alarms,37.710217410700004,-122.46695479450001
8110,Alarms,37.7642910155,-122.4186894167
8118,Alarms,37.7745856548,-122.4628133551
8130,Alarms,37.7840683016,-122.4602724965
8134,Alarms,37.780445711700004,-122.4329734429
8138,Alarms,37.7974647217,-122.4146678321
8140,Alarms,37.8003670398,-122.40171077129999
8141,Alarms,37.7442928065,-122.43909157899999
8145,Alarms,37.7953737061,-122.4082345385
8151,Alarms,37.7900697671,-122.40017317569999
8159,Alarms,37.7527125371,-122.4095929121
8161,Alarms,37.7812064711,-122.5036275123
8167,Alarms,37.7974647217,-122.4146678321
8168,Alarms,37.7527125371,-122.4095929121
8184,Alarms,37.7915412094,-122.4485122967
8189,Alarms,37.780445711700004,-122.4329734429
8192,Alarms,37.7953737061,-122.4082345385
8199,Alarms,37.7900697671,-122.40017317569999
8201,Alarms,37.8003670398,-122.40171077129999
8217,Alarms,37.768462245900004,-122.4312048785
8224,Alarms,37.7915412094,-122.4485122967
8232,Alarms,37.7953737061,-122.4082345385
8236,Alarms,37.7500995811,-122.43389883100001
8243,Alarms,37.7570337297,-122.476758437
8255,Alarms,37.7812064711,-122.5036275123
8261,Alarms,37.792515445999996,-122.40919800260001
8264,Alarms,37.7915412094,-122.4485122967
8266,Alarms,37.7812064711,-122.5036275123
8267,Alarms,37.7911511887,-122.4343618671
8269,Alarms,37.7860371624,-122.4062128782
8277,Alarms,37.7442928065,-122.43909157899999
8303,Alarms,37.7882419233,-122.4092402184
8306,Alarms,37.776269506599995,-122.4172576051
8313,Alarms,37.7914523627,-122.4065433001
8320,Alarms,37.7527125371,-122.4095929121
8326,Alarms,37.7863072236,-122.4052948452
8327,Alarms,37.7880205485,-122.42606156129999
8347,Alarms,37.792515445999996,-122.40919800260001
8362,Alarms,37.7914523627,-122.4065433001
8369,Alarms,37.7887066123,-122.3990102076
8378,Alarms,37.7887683286,-122.4084300062
8407,Alarms,37.7759935455,-122.4303873232
8413,Alarms,37.7843212349,-122.38904057370002
8419,Alarms,37.7904750362,-122.390556046
8435,Alarms,37.7580927746,-122.41468474540001
8443,Alarms,37.763627228699995,-122.38972339
8453,Alarms,37.728815567699996,-122.3803270134
8460,Alarms,37.7497416992,-122.4073956275
8468,Alarms,37.7828450345,-122.4132217667
8475,Alarms,37.7543085854,-122.4241440174
8477,Alarms,37.7826355124,-122.4148628273
8490,Alarms,37.7834768404,-122.4124351407
8493,Alarms,37.728815567699996,-122.3803270134
8523,Alarms,37.7857367879,-122.3891243644
8528,Alarms,37.8031013193,-122.4143431928
8529,Alarms,37.7543085854,-122.4241440174
8569,Alarms,37.7849108848,-122.4995145655
8570,Alarms,37.7580927746,-122.41468474540001
8571,Alarms,37.764993728,-122.4439518049
8590,Alarms,37.7904750362,-122.390556046
8614,Alarms,37.7497416992,-122.4073956275
8623,Alarms,37.784181763,-122.41440422069999
8628,Alarms,37.728815567699996,-122.3803270134
8662,Alarms,37.7849108848,-122.4995145655
8673,Alarms,37.7957194378,-122.4158182673
8694,Alarms,37.7826355124,-122.4148628273
8699,Alarms,37.7843212349,-122.38904057370002
8701,Alarms,37.7828450345,-122.4132217667
8702,Alarms,37.7957194378,-122.4158182673
8704,Alarms,37.7661259455,-122.42207304889999
8711,Alarms,37.763627228699995,-122.38972339
8745,Alarms,37.736654589400004,-122.42231517379999
8746,Alarms,37.764993728,-122.4439518049
8755,Alarms,37.7495570094,-122.4295304009
8765,Alarms,37.7857367879,-122.3891243644
8774,Alarms,37.7758548588,-122.445614415
8799,Alarms,37.7843212349,-122.38904057370002
8809,Alarms,37.7957194378,-122.4158182673
8816,Alarms,37.8031013193,-122.4143431928
8820,Alarms,37.784181763,-122.41440422069999
8829,Alarms,37.7543085854,-122.4241440174
8847,Alarms,37.7834768404,-122.4124351407
8849,Alarms,37.7826355124,-122.4148628273
8856,Alarms,37.7759935455,-122.4303873232
8860,Alarms,37.7258516222,-122.4027857406
8862,Alarms,37.7759935455,-122.4303873232
8868,Alarms,37.8031013193,-122.4143431928
8869,Alarms,37.764993728,-122.4439518049
8886,Alarms,37.7758548588,-122.445614415
8887,Alarms,37.7857367879,-122.3891243644
8898,Alarms,37.736654589400004,-122.42231517379999
8907,Alarms,37.7661259455,-122.42207304889999
8919,Alarms,37.7889450363,-122.4262522617
8923,Alarms,37.7258516222,-122.4027857406
8944,Alarms,37.7889450363,-122.4262522617
8945,Alarms,37.7857367879,-122.3891243644
8948,Alarms,37.7857367879,-122.3891243644
8955,Alarms,37.7758548588,-122.445614415
8960,Alarms,37.7646500973,-122.45190218479999
8977,Alarms,37.7661259455,-122.42207304889999
8989,Alarms,37.7893703539,-122.41453918239999
8990,Alarms,37.7646500973,-122.45190218479999
9002,Alarms,37.7497416992,-122.4073956275
9004,Alarms,37.7849108848,-122.4995145655
9018,Alarms,37.7893703539,-122.41453918239999
9021,Alarms,37.7758548588,-122.445614415
9024,Alarms,37.736962342800005,-122.41255341829999
9025,Alarms,37.7834768404,-122.4124351407
9055,Alarms,37.7495570094,-122.4295304009
9064,Alarms,37.7893703539,-122.41453918239999
9066,Alarms,37.763627228699995,-122.38972339
9067,Alarms,37.7580927746,-122.41468474540001
9074,Alarms,37.784181763,-122.41440422069999
9075,Alarms,37.7904750362,-122.390556046
9077,Alarms,37.7857367879,-122.3891243644
9085,Alarms,37.800666721199995,-122.44120448940001
9098,Alarms,37.736962342800005,-122.41255341829999
9099,Alarms,37.7646500973,-122.45190218479999
9104,Alarms,37.7889450363,-122.4262522617
9124,Alarms,37.7828450345,-122.4132217667
9128,Alarms,37.800666721199995,-122.44120448940001
9138,Alarms,37.736962342800005,-122.41255341829999
9154,Alarms,37.7893703539,-122.41453918239999
9162,Alarms,37.736654589400004,-122.42231517379999
9165,Alarms,37.7258516222,-122.4027857406
9168,Alarms,37.800666721199995,-122.44120448940001
9175,Alarms,37.7495570094,-122.4295304009
9178,Alarms,37.763627228699995,-122.38972339
9187,Alarms,37.763627228699995,-122.38972339
9203,Alarms,37.763627228699995,-122.38972339
9226,Alarms,37.7827439708,-122.41488481280001
9236,Alarms,37.793488084699995,-122.3982059648
9273,Alarms,37.7808662106,-122.42880323799999
9295,Alarms,37.7588568959,-122.4029056701
9317,Alarms,37.776269506599995,-122.4172576051
9325,Alarms,37.757292781,-122.39577189709999
9346,Alarms,37.7655871452,-122.4242976454
9353,Alarms,37.7874196525,-122.39277601200001
9447,Alarms,37.7827439708,-122.41488481280001
9450,Alarms,37.776269506599995,-122.4172576051
9471,Alarms,37.7874196525,-122.39277601200001
9472,Alarms,37.7874196525,-122.39277601200001
9477,Alarms,37.784091036199996,-122.41178436950001
9500,Alarms,37.757292781,-122.39577189709999
9508,Alarms,37.7883245687,-122.39391134610001
9509,Alarms,37.793420180300004,-122.40938868299999
9530,Alarms,37.7663225316,-122.42472387040002
9532,Alarms,37.7808662106,-122.42880323799999
9541,Alarms,37.793420180300004,-122.40938868299999
9549,Alarms,37.793420180300004,-122.40938868299999
9574,Alarms,37.784091036199996,-122.41178436950001
9587,Alarms,37.7663225316,-122.42472387040002
9608,Alarms,37.7808662106,-122.42880323799999
9668,Alarms,37.7883245687,-122.39391134610001
9674,Alarms,37.793488084699995,-122.3982059648
9677,Alarms,37.7827439708,-122.41488481280001
9684,Alarms,37.7663225316,-122.42472387040002
9711,Alarms,37.7663225316,-122.42472387040002
9723,Alarms,37.757292781,-122.39577189709999
9740,Alarms,37.7655871452,-122.4242976454
9742,Alarms,37.7768945401,-122.4919580782
9800,Alarms,37.7663225316,-122.42472387040002
9846,Alarms,37.784091036199996,-122.41178436950001
9853,Alarms,37.7588568959,-122.4029056701
9855,Alarms,37.7768945401,-122.4919580782
9867,Alarms,37.7768945401,-122.4919580782
9874,Alarms,37.776269506599995,-122.4172576051
9883,Alarms,37.7655871452,-122.4242976454
9911,Alarms,37.7663225316,-122.42472387040002
9934,Alarms,37.793420180300004,-122.40938868299999
9937,Alarms,37.7883245687,-122.39391134610001
9957,Alarms,37.7588568959,-122.4029056701
9963,Alarms,37.793488084699995,-122.3982059648
